iteration,gen,bestfitness,time
6.0,1.0,2.7739024377987045,9.3644700050354
6.0,2.0,2.708968337829925,10.117291688919067
6.0,3.0,2.544509044773254,10.14142107963562
6.0,4.0,2.104380357963058,10.410213470458984
6.0,5.0,1.989530927963501,10.493853330612183
6.0,6.0,1.967079941204501,10.613335609436035
6.0,7.0,1.8478254224102448,10.318116664886475
6.0,8.0,1.677070985952461,10.482543706893921
6.0,9.0,1.5480707051560525,10.684004783630371
6.0,10.0,1.106195262468614,10.372103929519653
6.0,11.0,1.0802644054224873,10.587848663330078
6.0,12.0,1.0514324586078134,10.730891704559326
6.0,13.0,0.9937485446144972,10.463984251022339
6.0,14.0,0.9916034915137925,10.547974348068237
6.0,15.0,0.8679601798982965,10.575983762741089
6.0,16.0,0.8584161476368221,10.51692247390747
6.0,17.0,0.7493002917801102,10.396864175796509
6.0,18.0,0.7493002917801102,10.811601161956787
6.0,19.0,0.7493002917801102,10.964781999588013
6.0,20.0,0.7493002917801102,10.768236875534058
6.0,21.0,0.6600483836801073,10.651528358459473
6.0,22.0,0.6497058374139753,10.876940250396729
6.0,23.0,0.644855462505153,10.910862445831299
6.0,24.0,0.543718056694686,10.604197978973389
6.0,25.0,0.5443667929128331,10.52449655532837
6.0,26.0,0.46677504672957304,10.760103940963745
6.0,27.0,0.4641197475349079,10.957829236984253
6.0,28.0,0.46359931194651277,10.75575590133667
6.0,29.0,0.4604907520185158,10.980138778686523
6.0,30.0,0.4597554821646942,10.644385814666748
6.0,31.0,0.45947131371318417,10.594510793685913
6.0,32.0,0.45377096201567535,10.879295587539673
6.0,33.0,0.4442349637084018,10.828299760818481
6.0,34.0,0.44087556990014065,10.80224609375
6.0,35.0,0.42956875871987804,10.709451913833618
6.0,36.0,0.42315264205556785,10.640916585922241
6.0,37.0,0.4165585111944344,10.691422700881958
6.0,38.0,0.41457505493152214,10.658500671386719
6.0,39.0,0.40258432962540625,10.915059566497803
6.0,40.0,0.38323486644463856,10.66743779182434
6.0,41.0,0.37570837117515066,10.770854234695435
6.0,42.0,0.3432053486290091,10.928240060806274
6.0,43.0,0.3195100248018558,10.769275188446045
6.0,44.0,0.3002859143625732,10.728520393371582
6.0,45.0,0.30011621773931785,10.669402837753296
6.0,46.0,0.30011513014148017,10.808601379394531
6.0,47.0,0.26648538079810513,11.06252384185791
6.0,48.0,0.2630517653983314,10.772402048110962
6.0,49.0,0.26292233948181165,11.028435707092285
6.0,50.0,0.26277653083559177,10.588433504104614
6.0,51.0,0.2626204441852237,10.646327495574951
6.0,52.0,0.26250649001886317,10.598606824874878
6.0,53.0,0.25938681749531606,10.678242206573486
6.0,54.0,0.25938681749531606,10.561516046524048
6.0,55.0,0.25938681749531606,10.706969738006592
6.0,56.0,0.25938681749531606,10.7357919216156
6.0,57.0,0.24970060425877666,10.610785484313965
6.0,58.0,0.24612383770314605,10.658279418945312
6.0,59.0,0.24585587585676824,10.673292398452759
6.0,60.0,0.2436656393514864,10.529942512512207
6.0,61.0,0.24165055796067622,10.854657649993896
6.0,62.0,0.2371383595215961,10.678316354751587
6.0,63.0,0.2371383595215961,10.666619777679443
6.0,64.0,0.23722248957238748,10.616436243057251
6.0,65.0,0.23722248957238748,10.759395360946655
6.0,66.0,0.23697733215572753,10.921454429626465
6.0,67.0,0.23697605052956647,10.803004503250122
6.0,68.0,0.23700716982719072,10.694948673248291
6.0,69.0,0.23700690111831582,10.988238334655762
6.0,70.0,0.23700696708055943,10.738945484161377
6.0,71.0,0.23602697959156252,10.757549047470093
6.0,72.0,0.23602697959156252,10.68086862564087
6.0,73.0,0.23530401145386748,10.762203931808472
6.0,74.0,0.23529896179441182,10.618435859680176
6.0,75.0,0.23410174533091557,10.706150531768799
6.0,76.0,0.2328025324494183,10.902278423309326
6.0,77.0,0.23258078118616207,10.60517430305481
6.0,78.0,0.2325098253118777,10.735128402709961
6.0,79.0,0.23244852983842546,10.730428695678711
6.0,80.0,0.23244852983842546,10.87962532043457
6.0,81.0,0.2324508714360699,10.838210105895996
6.0,82.0,0.23244064120253738,10.72378134727478
6.0,83.0,0.23177460551402634,10.673572063446045
6.0,84.0,0.23177460551402634,10.876383066177368
6.0,85.0,0.23170223212843621,10.517890453338623
6.0,86.0,0.2315643076880173,10.566812992095947
6.0,87.0,0.23136249931571812,10.679455995559692
6.0,88.0,0.2313720253095752,10.668033123016357
6.0,89.0,0.2314044668218761,10.731275081634521
6.0,90.0,0.2314039238423562,10.721615314483643
6.0,91.0,0.23140265274939034,11.10205602645874
6.0,92.0,0.23140222335723792,10.893606662750244
6.0,93.0,0.23140127319882314,10.719185829162598
6.0,94.0,0.231289461433148,10.7552809715271
6.0,95.0,0.23087651051112887,10.820531368255615
6.0,96.0,0.23091697960546415,10.588135242462158
6.0,97.0,0.23091697960546415,10.814941883087158
6.0,98.0,0.23092164205766555,10.624447107315063
6.0,99.0,0.23092257297785357,10.725757598876953
6.0,100.0,0.23088438703943037,10.666200160980225
12.0,1.0,2.7688286180589543,9.235116481781006
12.0,2.0,2.519155894947664,9.982125520706177
12.0,3.0,2.389224172156723,10.32136082649231
12.0,4.0,2.309064938766565,10.406331300735474
12.0,5.0,2.2315925810487975,10.459813117980957
12.0,6.0,1.9996356886566422,10.245331764221191
12.0,7.0,1.1938690057417805,10.333645820617676
12.0,8.0,0.7488685007945075,10.43691897392273
12.0,9.0,0.660002953880032,10.584511041641235
12.0,10.0,0.5192546271474633,10.571572065353394
12.0,11.0,0.4033832788366135,10.614781141281128
12.0,12.0,0.35088607880327016,10.604387283325195
12.0,13.0,0.33560442503208643,10.8677077293396
12.0,14.0,0.32053501930425626,10.560168981552124
12.0,15.0,0.32053501930425626,10.594860553741455
12.0,16.0,0.31262755659077457,10.73128628730774
12.0,17.0,0.3085256113176589,10.973038911819458
12.0,18.0,0.29896769842840626,10.643953800201416
12.0,19.0,0.2979069040355856,10.481298446655273
12.0,20.0,0.2977224237726646,10.609871864318848
12.0,21.0,0.24576955118457688,10.668911933898926
12.0,22.0,0.24576955118457688,10.836772441864014
12.0,23.0,0.23409463895633473,11.15870189666748
12.0,24.0,0.23316979345938382,10.728636026382446
12.0,25.0,0.22891274308046414,10.806979179382324
12.0,26.0,0.22913746321322204,10.766470432281494
12.0,27.0,0.2292511805128163,10.830557823181152
12.0,28.0,0.22925353577624627,10.8138747215271
12.0,29.0,0.22915371457728337,10.879952669143677
12.0,30.0,0.22919172752211137,10.854573488235474
12.0,31.0,0.2290603116594185,10.802237033843994
12.0,32.0,0.22905936134056287,10.768015146255493
12.0,33.0,0.2290433298660534,10.788110971450806
12.0,34.0,0.22902059012397102,10.865366697311401
12.0,35.0,0.22872621818087066,10.82018256187439
12.0,36.0,0.22872621818087066,10.66281270980835
12.0,37.0,0.2286866280423701,10.88826870918274
12.0,38.0,0.2286866280423701,10.8269362449646
12.0,39.0,0.2286928516001599,10.917001962661743
12.0,40.0,0.22869752063240148,10.671236515045166
12.0,41.0,0.22861643518494928,10.808651685714722
12.0,42.0,0.22861643518494928,10.90284276008606
12.0,43.0,0.22861636239691155,10.696741819381714
12.0,44.0,0.2286268027182734,10.731632947921753
12.0,45.0,0.2286268027182734,10.920278072357178
12.0,46.0,0.22860912981306275,10.906333446502686
12.0,47.0,0.22860912981306275,10.61616063117981
12.0,48.0,0.22860912981306275,10.885529041290283
12.0,49.0,0.22860912981306275,10.93001413345337
12.0,50.0,0.2286096277551191,10.790016412734985
12.0,51.0,0.2286096277551191,10.646909236907959
12.0,52.0,0.2284658210101641,10.692241668701172
12.0,53.0,0.2284438097002004,10.705968856811523
12.0,54.0,0.22842268400551904,10.90195107460022
12.0,55.0,0.22841581264832592,10.83089566230774
12.0,56.0,0.22839688587203955,10.584030151367188
12.0,57.0,0.22840099759286203,10.60581374168396
12.0,58.0,0.2284010282929458,10.793602705001831
12.0,59.0,0.2284010282929458,10.857121706008911
12.0,60.0,0.22840185555882142,10.684125423431396
12.0,61.0,0.22840188782498222,10.896536827087402
12.0,62.0,0.22840188782498222,10.821527481079102
12.0,63.0,0.22840188782498222,10.653510332107544
12.0,64.0,0.22840188782498222,10.564014911651611
12.0,65.0,0.2284019172909174,10.685239553451538
12.0,66.0,0.2284019175585746,10.944348096847534
12.0,67.0,0.22840191786909508,10.605010032653809
12.0,68.0,0.2284019181646492,10.819795608520508
12.0,69.0,0.22840191824019743,10.817859172821045
12.0,70.0,0.22840191825191627,10.614988565444946
12.0,71.0,0.22840191825191627,10.841464757919312
12.0,72.0,0.22840191825191627,10.778881549835205
12.0,73.0,0.22831154025298858,10.966285943984985
12.0,74.0,0.22831154025298858,10.576599836349487
12.0,75.0,0.22829826591188293,10.659949779510498
12.0,76.0,0.22829953854562807,10.724790573120117
12.0,77.0,0.22829954872260846,10.744629144668579
12.0,78.0,0.22804455746862867,10.652135372161865
12.0,79.0,0.22814204208226993,10.739589214324951
12.0,80.0,0.22814360511714715,10.737976551055908
12.0,81.0,0.22813358116810764,10.683766841888428
12.0,82.0,0.22813591353326587,10.787716150283813
12.0,83.0,0.22807978389759825,10.666773796081543
12.0,84.0,0.22807978389759825,10.773793458938599
12.0,85.0,0.22773692852418606,10.8309485912323
12.0,86.0,0.22773692852418606,10.651695013046265
12.0,87.0,0.22773692852418606,10.725958347320557
12.0,88.0,0.22773089319848472,10.66814923286438
12.0,89.0,0.22773038209191623,10.868037700653076
12.0,90.0,0.22773037007125094,10.866863012313843
12.0,91.0,0.22773037007125094,10.78366756439209
12.0,92.0,0.22773037087723455,10.926172494888306
12.0,93.0,0.22771418551304623,10.746857643127441
12.0,94.0,0.22771556808591667,11.085712194442749
12.0,95.0,0.22771563044811838,10.827285289764404
12.0,96.0,0.22771747041750245,10.733280658721924
12.0,97.0,0.22695875537104257,10.73231816291809
12.0,98.0,0.22677232197893166,10.719322443008423
12.0,99.0,0.22732269910916725,10.600223779678345
12.0,100.0,0.22732269910916725,10.684884548187256
9.0,1.0,2.7218642931824544,9.71338176727295
9.0,2.0,2.5105900249866098,10.271237850189209
9.0,3.0,2.4962832655145104,10.183712720870972
9.0,4.0,2.506477870805913,10.377062320709229
9.0,5.0,2.462364984885968,10.538942575454712
9.0,6.0,2.462364984885968,10.453025341033936
9.0,7.0,2.3683690396642136,10.552697896957397
9.0,8.0,2.360925538869683,10.493924617767334
9.0,9.0,2.3607500740305105,10.601310968399048
9.0,10.0,2.354450927717681,10.675095558166504
9.0,11.0,2.353524859145935,10.737364292144775
9.0,12.0,2.155230201811493,10.491711616516113
9.0,13.0,2.1550104530677183,10.670044898986816
9.0,14.0,2.1533613760538994,10.733608722686768
9.0,15.0,2.157190567636129,10.47532606124878
9.0,16.0,2.1309269519037706,10.755855798721313
9.0,17.0,2.129656670612555,10.57486343383789
9.0,18.0,2.128587855467636,10.651861190795898
9.0,19.0,2.048636403486217,10.402710437774658
9.0,20.0,2.044449445921643,10.68847942352295
9.0,21.0,2.0424985238482822,10.640403270721436
9.0,22.0,1.9885251761752187,10.669718503952026
9.0,23.0,1.9633442435452975,10.51556658744812
9.0,24.0,1.9159710713316251,10.881682634353638
9.0,25.0,1.8646668788767122,10.978524446487427
9.0,26.0,1.852783528482114,10.829882860183716
9.0,27.0,1.8462206713894738,10.833728790283203
9.0,28.0,1.8521340644033575,10.979983806610107
9.0,29.0,1.8525901757777719,10.881385326385498
9.0,30.0,1.836830466992012,10.643454790115356
9.0,31.0,1.8373728153358508,10.832443952560425
9.0,32.0,1.8013073925446552,10.695322513580322
9.0,33.0,1.797565212478927,10.877760887145996
9.0,34.0,1.7910543500637572,10.549944639205933
